"rules","support","confidence","lift"
"26","{0553213180} => {0553213148}",0.000294273438879407,0.714285714285714,1011.36904761905
"27","{084395048X} => {0515135216}",0.000156945834069017,0.727272727272727,2851.63636363636
"28","{0786918055} => {0786918063}",0.000156945834069017,1,5663.66666666667
"29","{0786918063} => {0786918055}",0.000156945834069017,0.888888888888889,5663.66666666667
"30","{0553560719} => {0553296124}",0.000156945834069017,0.727272727272727,2851.63636363636
"31","{0842332286} => {0842329277}",0.000156945834069017,0.8,1772.97391304348
"32","{0345322215} => {0345322231}",0.000176564063327644,0.75,2940.75
"33","{0345358805} => {0345352661}",0.000156945834069017,0.8,3136.8
"34","{0345338715} => {0345335651}",0.000156945834069017,0.727272727272727,2851.63636363636
"35","{0345335651} => {0345335511}",0.000215800521844898,0.846153846153846,2270.05263157895
"36","{0345322231} => {0345313151}",0.000196182292586271,0.769230769230769,2063.68421052632
"37","{0880381744} => {0880381736}",0.000176564063327644,0.9,2293.785
"38","{0345338715} => {0345335457}",0.000176564063327644,0.818181818181818,3208.09090909091
"39","{0345338715} => {0345335708}",0.000196182292586271,0.909090909090909,3564.54545454545
"40","{0345335708} => {0345338715}",0.000196182292586271,0.769230769230769,3564.54545454545
"41","{0345338715} => {0345335511}",0.000176564063327644,0.818181818181818,2195.00956937799
"42","{0345335457} => {0345335511}",0.000215800521844898,0.846153846153846,2270.05263157895
"43","{0064408647} => {0064408655}",0.000196182292586271,0.714285714285714,2275.58035714286
"44","{0345318854} => {0345313151}",0.000215800521844898,0.785714285714286,2107.90601503759
"45","{1551669293} => {1551667193}",0.000176564063327644,0.818181818181818,2978.94155844156
"46","{3551551693} => {3551551936}",0.000156945834069017,0.8,4077.84
"47","{3551551936} => {3551551693}",0.000156945834069017,0.8,4077.84
"48","{0786916095} => {0786915749}",0.000176564063327644,0.9,3058.38
"49","{0345391829} => {0345391810}",0.000176564063327644,0.75,1529.19
"50","{0515134473} => {051513452X}",0.000176564063327644,0.818181818181818,3791.38016528926
"51","{051513452X} => {0515134473}",0.000176564063327644,0.818181818181818,3791.38016528926
"52","{0515134473} => {0515134481}",0.000196182292586271,0.909090909090909,3564.54545454545
"53","{0515134481} => {0515134473}",0.000196182292586271,0.769230769230769,3564.54545454545
"54","{0515134473} => {0515134465}",0.000176564063327644,0.818181818181818,3208.09090909091
"55","{0515134473} => {0515134457}",0.000196182292586271,0.909090909090909,3564.54545454545
"56","{0515134457} => {0515134473}",0.000196182292586271,0.769230769230769,3564.54545454545
"57","{051513452X} => {0515134481}",0.000176564063327644,0.818181818181818,3208.09090909091
"58","{051513452X} => {0515134465}",0.000176564063327644,0.818181818181818,3208.09090909091
"59","{051513452X} => {0515134457}",0.000176564063327644,0.818181818181818,3208.09090909091
"60","{051513452X} => {0515134449}",0.000156945834069017,0.727272727272727,3089.27272727273
"61","{0373484909} => {0373484887}",0.000156945834069017,0.727272727272727,3370.11570247934
"62","{0373484887} => {0373484909}",0.000156945834069017,0.727272727272727,3370.11570247934
"63","{0515134481} => {0515134465}",0.000215800521844898,0.846153846153846,3317.76923076923
"64","{0515134465} => {0515134481}",0.000215800521844898,0.846153846153846,3317.76923076923
"65","{0515134511} => {0515134481}",0.000156945834069017,0.888888888888889,3485.33333333333
"66","{0515134481} => {0515134457}",0.000215800521844898,0.846153846153846,3317.76923076923
"67","{0515134457} => {0515134481}",0.000215800521844898,0.846153846153846,3317.76923076923
"68","{0373484887} => {051513287X}",0.000156945834069017,0.727272727272727,553.302578018996
"69","{0515134511} => {0515134465}",0.000156945834069017,0.888888888888889,3485.33333333333
"70","{0515134465} => {0515134457}",0.000196182292586271,0.769230769230769,3016.15384615385
"71","{0515134457} => {0515134465}",0.000196182292586271,0.769230769230769,3016.15384615385
"72","{0515134465} => {0515134449}",0.000196182292586271,0.769230769230769,3267.5
"73","{0515134449} => {0515134465}",0.000196182292586271,0.833333333333333,3267.5
"74","{0515134511} => {0515134457}",0.000176564063327644,1,3921
"75","{0515134511} => {0515134449}",0.000156945834069017,0.888888888888889,3775.77777777778
"76","{0515134511} => {0515134503}",0.000156945834069017,0.888888888888889,4119.0303030303
"77","{0515134503} => {0515134511}",0.000156945834069017,0.727272727272727,4119.0303030303
"78","{0515134503} => {0515134457}",0.000156945834069017,0.727272727272727,2851.63636363636
"79","{0345363310} => {0345352661}",0.000156945834069017,0.8,3136.8
"80","{0345363310} => {0345369351}",0.000156945834069017,0.8,3136.8
"81","{0345377591} => {0345352661}",0.000156945834069017,0.727272727272727,2851.63636363636
"82","{0345377591} => {0345369351}",0.000156945834069017,0.727272727272727,2851.63636363636
"83","{0930289595} => {1563890119}",0.000196182292586271,0.833333333333333,2654.84375
"84","{0441007813} => {0441002935}",0.000196182292586271,0.714285714285714,1654.96753246753
"85","{0345352661} => {0345369351}",0.000196182292586271,0.769230769230769,3016.15384615385
"86","{0345369351} => {0345352661}",0.000196182292586271,0.769230769230769,3016.15384615385
"87","{0886774012} => {0886774268}",0.000156945834069017,0.8,3136.8
"88","{0886774012} => {0886773520}",0.000156945834069017,0.8,2038.92
"89","{0064471098} => {0064471071}",0.000196182292586271,0.833333333333333,3267.5
"90","{0064471071} => {0064471098}",0.000196182292586271,0.769230769230769,3267.5
"91","{0064471098} => {006447108X}",0.000176564063327644,0.75,2730.69642857143
"92","{0064471098} => {0064471055}",0.000196182292586271,0.833333333333333,2359.86111111111
"93","{0064471098} => {0064471063}",0.000196182292586271,0.833333333333333,1930.79545454545
"94","{0064471098} => {0064471101}",0.000176564063327644,0.75,1274.325
"95","{0812550307} => {0812513738}",0.000196182292586271,0.833333333333333,2654.84375
"96","{0886774268} => {0886773520}",0.000196182292586271,0.769230769230769,1960.5
"97","{067082982X} => {0670839531}",0.000156945834069017,0.727272727272727,1685.05785123967
"98","{0812548094} => {0812551478}",0.000196182292586271,0.714285714285714,2427.28571428571
"99","{0064400077} => {0064400085}",0.000156945834069017,0.8,4530.93333333333
"100","{0064400085} => {0064400077}",0.000156945834069017,0.888888888888889,4530.93333333333
"101","{0064471071} => {006447108X}",0.000215800521844898,0.846153846153846,3080.78571428571
"102","{006447108X} => {0064471071}",0.000215800521844898,0.785714285714286,3080.78571428571
"103","{0064471071} => {0064471055}",0.000235418751103525,0.923076923076923,2614
"104","{0064471071} => {0064471063}",0.000235418751103525,0.923076923076923,2138.72727272727
"105","{0064471071} => {0064471101}",0.000196182292586271,0.769230769230769,1307
"106","{0671873202} => {0671695142}",0.000156945834069017,0.888888888888889,3236.38095238095
"107","{0671873202} => {0671759345}",0.000156945834069017,0.888888888888889,2665.25490196078
"108","{006447108X} => {0064471055}",0.000215800521844898,0.785714285714286,2225.0119047619
"109","{006447108X} => {0064471063}",0.000255036980362153,0.928571428571429,2151.45779220779
"110","{006447108X} => {0064471101}",0.000196182292586271,0.714285714285714,1213.64285714286
"111","{0671873199} => {0671759345}",0.000156945834069017,1,2998.41176470588
"112","{0812513711} => {0812517725}",0.000176564063327644,0.75,2248.80882352941
"113","{0812517725} => {0812511816}",0.000235418751103525,0.705882352941177,877.583931133429
"114","{0345335708} => {0345335511}",0.000196182292586271,0.769230769230769,2063.68421052632
"115","{0553280945} => {0553250531}",0.000294273438879407,0.789473684210526,838.371710526316
"116","{0345409671} => {0345337662}",0.00027465520962078,0.7,217.567682926829
"117","{0064471055} => {0064471063}",0.00027465520962078,0.777777777777778,1802.07575757576
"118","{0064400069} => {0064400042}",0.000156945834069017,0.8,2548.65
"119","{0064400069} => {0064400026}",0.000156945834069017,0.8,2398.72941176471
"120","{0425163717} => {0425157628}",0.000156945834069017,0.727272727272727,2180.66310160428
"121","{0451190521} => {0451190564}",0.000294273438879407,0.833333333333333,1930.79545454545
"122","{0451190564} => {0451190548}",0.000372746355913915,0.863636363636364,2001.00619834711
"123","{0451190548} => {0451190564}",0.000372746355913915,0.863636363636364,2001.00619834711
"124","{0451190564} => {0451190491}",0.000392364585172542,0.909090909090909,1716.26262626263
"125","{0451190491} => {0451190564}",0.000392364585172542,0.740740740740741,1716.26262626263
"126","{0451190572} => {0451190564}",0.00027465520962078,0.7,1621.86818181818
"127","{0451190556} => {0451190564}",0.00027465520962078,0.777777777777778,1802.07575757576
"128","{0451190521} => {0451190548}",0.000294273438879407,0.833333333333333,1930.79545454545
"129","{0451190521} => {0451190491}",0.00027465520962078,0.777777777777778,1468.35802469136
"130","{0451190521} => {0451190572}",0.00027465520962078,0.777777777777778,1982.28333333333
"131","{0451190572} => {0451190521}",0.00027465520962078,0.7,1982.28333333333
"132","{0451190521} => {0451190556}",0.000255036980362153,0.722222222222222,2045.21296296296
"133","{0451190556} => {0451190521}",0.000255036980362153,0.722222222222222,2045.21296296296
"134","{0886775957} => {0886774829}",0.000156945834069017,1,5097.3
"135","{0886774829} => {0886775957}",0.000156945834069017,0.8,5097.3
"136","{0618002243} => {0618002235}",0.000196182292586271,0.833333333333333,2498.67647058824
"137","{0618002243} => {0618002227}",0.000176564063327644,0.75,1529.19
"138","{0671759329} => {0671695126}",0.000156945834069017,0.8,2718.56
"139","{0515134503} => {0515133876}",0.000156945834069017,0.727272727272727,2180.66310160428
"140","{0671759361} => {0671759345}",0.000156945834069017,0.727272727272727,2180.66310160428
"141","{0373218435} => {0373835922}",0.000176564063327644,0.818181818181818,2780.34545454545
"142","{0451190548} => {0451190491}",0.000372746355913915,0.863636363636364,1630.4494949495
"143","{0451190491} => {0451190548}",0.000372746355913915,0.703703703703704,1630.44949494949
"144","{0451190548} => {0451190572}",0.000313891668138034,0.727272727272727,1853.56363636364
"145","{0451190572} => {0451190548}",0.000313891668138034,0.8,1853.56363636364
"146","{0451190556} => {0451190548}",0.000294273438879407,0.833333333333333,1930.79545454545
"147","{0064408639} => {0064408647}",0.000215800521844898,0.733333333333333,2670.01428571429
"148","{0064408647} => {0064408639}",0.000215800521844898,0.785714285714286,2670.01428571429
"149","{0064408639} => {0064407683}",0.000215800521844898,0.733333333333333,1967.37894736842
"150","{0441005748} => {0441002935}",0.00027465520962078,0.736842105263158,1707.22966507177
"151","{0451190572} => {0451190491}",0.000313891668138034,0.8,1510.31111111111
"152","{0451190556} => {0451190491}",0.000294273438879407,0.833333333333333,1573.24074074074
"153","{0425153789} => {0425160394}",0.000176564063327644,0.75,3185.8125
"154","{0425160394} => {0425153789}",0.000176564063327644,0.75,3185.8125
"155","{0425153789} => {0425157628}",0.000176564063327644,0.75,2248.80882352941
"156","{0842329269} => {0842329242}",0.000392364585172542,0.740740740740741,943.944444444444
"157","{0064408647} => {0064407691}",0.000215800521844898,0.785714285714286,2503.13839285714
"158","{0064408647} => {0064407683}",0.000196182292586271,0.714285714285714,1916.27819548872
"159","{0064408647} => {0064407675}",0.000215800521844898,0.785714285714286,1335.00714285714
"160","{0064408647} => {0064407667}",0.000215800521844898,0.785714285714286,580.437888198758
"161","{0064407691} => {0064407675}",0.000235418751103525,0.75,1274.325
"162","{0451190572} => {0451190556}",0.00027465520962078,0.7,1982.28333333333
"163","{0451190556} => {0451190572}",0.00027465520962078,0.777777777777778,1982.28333333333
"164","{0064407683} => {0064407667}",0.000294273438879407,0.789473684210526,583.215102974828
"165","{0425160394} => {0425157628}",0.000176564063327644,0.75,2248.80882352941
"166","{0671534726} => {0671534718}",0.000196182292586271,0.714285714285714,2141.72268907563
"167","{0842329250} => {0842329218}",0.000470837502207051,0.705882352941177,691.941176470588
"168","{0394890485} => {0152567089}",0.000176564063327644,1,5097.3
"169","{0152567089} => {0394890485}",0.000176564063327644,0.9,5097.3
"170","{0394890485} => {0064440508}",0.000176564063327644,1,3640.92857142857
"171","{0152567089} => {0064440508}",0.000196182292586271,1,3640.92857142857
"172","{0064440508} => {0152567089}",0.000196182292586271,0.714285714285714,3640.92857142857
"173","{0811802981} => {0811801802}",0.00027465520962078,0.7,1372.35
"174","{0811802981} => {0877017883}",0.00027465520962078,0.7,1115.034375
"175","{0553269224} => {0553213172}",0.000215800521844898,0.846153846153846,2156.55
"176","{0553269224} => {0553213164}",0.000196182292586271,0.769230769230769,1867.14285714286
"177","{0553269224} => {0553213148}",0.000215800521844898,0.846153846153846,1198.08333333333
"178","{0671737600} => {0671795538}",0.000156945834069017,0.727272727272727,2180.66310160428
"179","{0380753022} => {0380756293}",0.000156945834069017,0.8,3707.12727272727
"180","{0380756293} => {0380753022}",0.000156945834069017,0.727272727272727,3707.12727272727
"181","{0811801802} => {0877017883}",0.000372746355913915,0.730769230769231,1164.046875
"182","{0671744208} => {0671744216}",0.000156945834069017,0.727272727272727,1765.2987012987
"183","{0425168131} => {0425173631}",0.000156945834069017,0.727272727272727,2471.41818181818
"184","{0553213172} => {0553213148}",0.000313891668138034,0.8,1132.73333333333
"185","{0515124214} => {0515121843}",0.00027465520962078,0.7,1230.38275862069
"186","{0515124214} => {051512317X}",0.00027465520962078,0.7,1486.7125
"187","{0553213164} => {0553213148}",0.000313891668138034,0.761904761904762,1078.79365079365
"188","{084395048X} => {0843949945}",0.000156945834069017,0.727272727272727,2851.63636363636
"189","{0441009239} => {0441010512}",0.000235418751103525,0.75,2012.09210526316
"190","{0505524503} => {0843949945}",0.000156945834069017,0.888888888888889,3485.33333333333
"191","{0553213156,0553269216} => {0553213164}",0.000156945834069017,0.888888888888889,2157.5873015873
"192","{0553213164,0553269216} => {0553213156}",0.000156945834069017,0.8,2718.56
"193","{0553213180,0553269216} => {0553269224}",0.000156945834069017,0.8,3136.8
"194","{0553269216,0553269224} => {0553213180}",0.000156945834069017,1,2427.28571428571
"195","{0553213180,0553269224} => {0553269216}",0.000156945834069017,0.8,3136.8
"196","{0553213180,0553269216} => {0553213172}",0.000156945834069017,0.8,2038.92
"197","{0553213172,0553269216} => {0553213180}",0.000156945834069017,1,2427.28571428571
"198","{0553213180,0553269216} => {0553213164}",0.000176564063327644,0.9,2184.55714285714
"199","{0553213164,0553269216} => {0553213180}",0.000176564063327644,0.9,2184.55714285714
"200","{0553213180,0553269216} => {0553213148}",0.000176564063327644,0.9,1274.325
"201","{0553213148,0553269216} => {0553213180}",0.000176564063327644,1,2427.28571428571
"202","{0553269216,0553269224} => {0553213172}",0.000156945834069017,1,2548.65
"203","{0553213172,0553269216} => {0553269224}",0.000156945834069017,1,3921
"204","{0553213172,0553269224} => {0553269216}",0.000156945834069017,0.727272727272727,2851.63636363636
"205","{0553269216,0553269224} => {0553213164}",0.000156945834069017,1,2427.28571428571
"206","{0553213164,0553269216} => {0553269224}",0.000156945834069017,0.8,3136.8
"207","{0553213164,0553269224} => {0553269216}",0.000156945834069017,0.8,3136.8
"208","{0553269216,0553269224} => {0553213148}",0.000156945834069017,1,1415.91666666667
"209","{0553213148,0553269216} => {0553269224}",0.000156945834069017,0.888888888888889,3485.33333333333
"210","{0553213148,0553269224} => {0553269216}",0.000156945834069017,0.727272727272727,2851.63636363636
"211","{0553213172,0553269216} => {0553213164}",0.000156945834069017,1,2427.28571428571
"212","{0553213164,0553269216} => {0553213172}",0.000156945834069017,0.8,2038.92
"213","{0553213164,0553213172} => {0553269216}",0.000156945834069017,0.727272727272727,2851.63636363636
"214","{0553213172,0553269216} => {0553213148}",0.000156945834069017,1,1415.91666666667
"215","{0553213148,0553269216} => {0553213172}",0.000156945834069017,0.888888888888889,2265.46666666667
"216","{0553213164,0553269216} => {0553213148}",0.000176564063327644,0.9,1274.325
"217","{0553213148,0553269216} => {0553213164}",0.000176564063327644,1,2427.28571428571
"218","{0425153789,0425155188} => {0425160394}",0.000156945834069017,1,4247.75
"219","{0425155188,0425160394} => {0425153789}",0.000156945834069017,1,4247.75
"220","{0425153789,0425160394} => {0425155188}",0.000156945834069017,0.888888888888889,4530.93333333333
"221","{0425153789,0425155188} => {0425157628}",0.000156945834069017,1,2998.41176470588
"222","{0425155188,0425157628} => {0425153789}",0.000156945834069017,0.8,3398.2
"223","{0425153789,0425157628} => {0425155188}",0.000156945834069017,0.888888888888889,4530.93333333333
"224","{0425155188,0425160394} => {0425157628}",0.000156945834069017,1,2998.41176470588
"225","{0425155188,0425157628} => {0425160394}",0.000156945834069017,0.8,3398.2
"226","{0425157628,0425160394} => {0425155188}",0.000156945834069017,0.888888888888889,4530.93333333333
"227","{0505523892,084394952X} => {0505523752}",0.000156945834069017,1,3921
"228","{0505523752,084394952X} => {0505523892}",0.000156945834069017,1,4247.75
"229","{0505523752,0505523892} => {084394952X}",0.000156945834069017,0.727272727272727,3089.27272727273
"230","{0505523892,084394952X} => {0505524090}",0.000156945834069017,1,3640.92857142857
"231","{0505524090,084394952X} => {0505523892}",0.000156945834069017,1,4247.75
"232","{0505523892,0505524090} => {084394952X}",0.000156945834069017,0.727272727272727,3089.27272727273
"233","{0505523892,084394952X} => {0843949945}",0.000156945834069017,1,3921
"234","{084394952X,0843949945} => {0505523892}",0.000156945834069017,0.888888888888889,3775.77777777778
"235","{0505523892,0843949945} => {084394952X}",0.000156945834069017,1,4247.75
"236","{0505523752,084394952X} => {0505524090}",0.000156945834069017,1,3640.92857142857
"237","{0505524090,084394952X} => {0505523752}",0.000156945834069017,1,3921
"238","{0505523752,084394952X} => {0843949945}",0.000156945834069017,1,3921
"239","{084394952X,0843949945} => {0505523752}",0.000156945834069017,0.888888888888889,3485.33333333333
"240","{0505523752,0843949945} => {084394952X}",0.000156945834069017,1,4247.75
"241","{0505524090,084394952X} => {0843949945}",0.000156945834069017,1,3921
"242","{084394952X,0843949945} => {0505524090}",0.000156945834069017,0.888888888888889,3236.38095238095
"243","{0505524090,0843949945} => {084394952X}",0.000156945834069017,1,4247.75
"244","{0515135216,084394952X} => {0843949945}",0.000156945834069017,0.888888888888889,3485.33333333333
"245","{084394952X,0843949945} => {0515135216}",0.000156945834069017,0.888888888888889,3485.33333333333
"246","{0515135216,0843949945} => {084394952X}",0.000156945834069017,0.888888888888889,3775.77777777778
"247","{0505523752,0505523892} => {0505524090}",0.000196182292586271,0.909090909090909,3309.93506493506
"248","{0505523892,0505524090} => {0505523752}",0.000196182292586271,0.909090909090909,3564.54545454545
"249","{0505523752,0505524090} => {0505523892}",0.000196182292586271,0.833333333333333,3539.79166666667
"250","{0505523752,0505523892} => {050552354X}",0.000196182292586271,0.909090909090909,3564.54545454545
"251","{050552354X,0505523892} => {0505523752}",0.000196182292586271,1,3921
"252","{050552354X,0505523752} => {0505523892}",0.000196182292586271,0.909090909090909,3861.59090909091
"253","{0505523752,0505523892} => {0515135216}",0.000156945834069017,0.727272727272727,2851.63636363636
"254","{0505523892,0515135216} => {0505523752}",0.000156945834069017,1,3921
"255","{0505523752,0515135216} => {0505523892}",0.000156945834069017,1,4247.75
"256","{0505523752,0505523892} => {0843949945}",0.000156945834069017,0.727272727272727,2851.63636363636
"257","{0505523892,0843949945} => {0505523752}",0.000156945834069017,1,3921
"258","{0505523752,0843949945} => {0505523892}",0.000156945834069017,1,4247.75
"259","{0505523892,0505524090} => {050552354X}",0.000176564063327644,0.818181818181818,3208.09090909091
"260","{050552354X,0505523892} => {0505524090}",0.000176564063327644,0.9,3276.83571428571
"261","{050552354X,0505524090} => {0505523892}",0.000176564063327644,0.9,3822.975
"262","{0505523892,0505524090} => {0515135216}",0.000156945834069017,0.727272727272727,2851.63636363636
"263","{0505523892,0515135216} => {0505524090}",0.000156945834069017,1,3640.92857142857
"264","{0505524090,0515135216} => {0505523892}",0.000156945834069017,1,4247.75
"265","{0505523892,0505524090} => {0843949945}",0.000156945834069017,0.727272727272727,2851.63636363636
"266","{0505523892,0843949945} => {0505524090}",0.000156945834069017,1,3640.92857142857
"267","{0505524090,0843949945} => {0505523892}",0.000156945834069017,1,4247.75
"268","{0505523752,0505524090} => {050552354X}",0.000196182292586271,0.833333333333333,3267.5
"269","{050552354X,0505523752} => {0505524090}",0.000196182292586271,0.909090909090909,3309.93506493506
"270","{050552354X,0505524090} => {0505523752}",0.000196182292586271,1,3921
"271","{0505523752,0515135216} => {0505524090}",0.000156945834069017,1,3640.92857142857
"272","{0505524090,0515135216} => {0505523752}",0.000156945834069017,1,3921
"273","{0505523752,0843949945} => {0505524090}",0.000156945834069017,1,3640.92857142857
"274","{0505524090,0843949945} => {0505523752}",0.000156945834069017,1,3921
"275","{0553213156,0553213180} => {0553269224}",0.000156945834069017,0.888888888888889,3485.33333333333
"276","{0553213156,0553269224} => {0553213180}",0.000156945834069017,1,2427.28571428571
"277","{0553213180,0553269224} => {0553213156}",0.000156945834069017,0.8,2718.56
"278","{0553213156,0553213180} => {0553213172}",0.000176564063327644,1,2548.65
"279","{0553213156,0553213172} => {0553213180}",0.000176564063327644,1,2427.28571428571
"280","{0553213172,0553213180} => {0553213156}",0.000176564063327644,0.75,2548.65
"281","{0553213156,0553213180} => {0553213164}",0.000176564063327644,1,2427.28571428571
"282","{0553213156,0553213164} => {0553213180}",0.000176564063327644,0.75,1820.46428571429
"283","{0553213156,0553213180} => {0553213148}",0.000176564063327644,1,1415.91666666667
"284","{0553213148,0553213156} => {0553213180}",0.000176564063327644,0.75,1820.46428571429
"285","{0553213156,0553213180} => {055321313X}",0.000156945834069017,0.888888888888889,1258.59259259259
"286","{055321313X,0553213156} => {0553213180}",0.000156945834069017,0.8,1941.82857142857
"287","{055321313X,0553213180} => {0553213156}",0.000156945834069017,0.888888888888889,3020.62222222222
"288","{0553213156,0553269224} => {0553213172}",0.000156945834069017,1,2548.65
"289","{0553213156,0553213172} => {0553269224}",0.000156945834069017,0.888888888888889,3485.33333333333
"290","{0553213172,0553269224} => {0553213156}",0.000156945834069017,0.727272727272727,2471.41818181818
"291","{0553213156,0553269224} => {0553213164}",0.000156945834069017,1,2427.28571428571
"292","{0553213164,0553269224} => {0553213156}",0.000156945834069017,0.8,2718.56
"293","{0553213156,0553269224} => {0553213148}",0.000156945834069017,1,1415.91666666667
"294","{0553213148,0553269224} => {0553213156}",0.000156945834069017,0.727272727272727,2471.41818181818
"295","{0553213156,0553213172} => {0553213164}",0.000176564063327644,1,2427.28571428571
"296","{0553213156,0553213164} => {0553213172}",0.000176564063327644,0.75,1911.4875
"297","{0553213164,0553213172} => {0553213156}",0.000176564063327644,0.818181818181818,2780.34545454545
"298","{0553213156,0553213172} => {0553213148}",0.000176564063327644,1,1415.91666666667
"299","{0553213148,0553213156} => {0553213172}",0.000176564063327644,0.75,1911.4875
"300","{0553213156,0553213172} => {055321313X}",0.000156945834069017,0.888888888888889,1258.59259259259
"301","{055321313X,0553213156} => {0553213172}",0.000156945834069017,0.8,2038.92
"302","{055321313X,0553213172} => {0553213156}",0.000156945834069017,0.888888888888889,3020.62222222222
"303","{0553213156,0553213164} => {0553213148}",0.000215800521844898,0.916666666666667,1297.92361111111
"304","{0553213148,0553213156} => {0553213164}",0.000215800521844898,0.916666666666667,2225.0119047619
"305","{0553213156,0553213164} => {055321313X}",0.000176564063327644,0.75,1061.9375
"306","{055321313X,0553213156} => {0553213164}",0.000176564063327644,0.9,2184.55714285714
"307","{055321313X,0553213164} => {0553213156}",0.000176564063327644,0.75,2548.65
"308","{0553213148,0553213156} => {055321313X}",0.000196182292586271,0.833333333333333,1179.93055555556
"309","{055321313X,0553213156} => {0553213148}",0.000196182292586271,1,1415.91666666667
"310","{055321313X,0553213148} => {0553213156}",0.000196182292586271,0.769230769230769,2614
"311","{0553213180,0553269224} => {0553213172}",0.000196182292586271,1,2548.65
"312","{0553213172,0553213180} => {0553269224}",0.000196182292586271,0.833333333333333,3267.5
"313","{0553213172,0553269224} => {0553213180}",0.000196182292586271,0.909090909090909,2206.62337662338
"314","{0553213180,0553269224} => {0553213164}",0.000176564063327644,0.9,2184.55714285714
"315","{0553213164,0553269224} => {0553213180}",0.000176564063327644,0.9,2184.55714285714
"316","{0553213180,0553269224} => {0553213148}",0.000196182292586271,1,1415.91666666667
"317","{0553213148,0553269224} => {0553213180}",0.000196182292586271,0.909090909090909,2206.62337662338
"318","{0553213172,0553213180} => {0553213164}",0.000196182292586271,0.833333333333333,2022.7380952381
"319","{0553213164,0553213180} => {0553213172}",0.000196182292586271,0.769230769230769,1960.5
"320","{0553213164,0553213172} => {0553213180}",0.000196182292586271,0.909090909090909,2206.62337662338
"321","{0553213172,0553213180} => {0553213148}",0.000235418751103525,1,1415.91666666667
"322","{0553213148,0553213180} => {0553213172}",0.000235418751103525,0.8,2038.92
"323","{0553213148,0553213172} => {0553213180}",0.000235418751103525,0.75,1820.46428571429
"324","{055321313X,0553213180} => {0553213172}",0.000156945834069017,0.888888888888889,2265.46666666667
"325","{055321313X,0553213172} => {0553213180}",0.000156945834069017,0.888888888888889,2157.5873015873
"326","{0553213164,0553213180} => {0553213148}",0.000235418751103525,0.923076923076923,1307
"327","{0553213148,0553213180} => {0553213164}",0.000235418751103525,0.8,1941.82857142857
"328","{0553213148,0553213164} => {0553213180}",0.000235418751103525,0.75,1820.46428571429
"329","{055321313X,0553213180} => {0553213164}",0.000176564063327644,1,2427.28571428571
"330","{055321313X,0553213164} => {0553213180}",0.000176564063327644,0.75,1820.46428571429
"331","{055321313X,0553213180} => {0553213148}",0.000156945834069017,0.888888888888889,1258.59259259259
"332","{0345322215,0345322231} => {0345318854}",0.000156945834069017,0.888888888888889,3236.38095238095
"333","{0345318854,0345322215} => {0345322231}",0.000156945834069017,1,3921
"334","{0345318854,0345322231} => {0345322215}",0.000156945834069017,0.888888888888889,3775.77777777778
"335","{0345335651,0345338715} => {0345335708}",0.000156945834069017,1,3921
"336","{0345335651,0345335708} => {0345338715}",0.000156945834069017,1,4633.90909090909
"337","{0345335708,0345338715} => {0345335651}",0.000156945834069017,0.8,3136.8
"338","{0345335651,0345338715} => {0345335511}",0.000156945834069017,1,2682.78947368421
"339","{0345335511,0345335651} => {0345338715}",0.000156945834069017,0.727272727272727,3370.11570247934
"340","{0345335511,0345338715} => {0345335651}",0.000156945834069017,0.888888888888889,3485.33333333333
